FUNCTION	Actinobaculum schaalii FB123-CNA-2 AGWM01	Actinobaculum schaalii DSM 15541 AUBK01	Actinobaculum sp. oral taxon 183 str. F0552 AWSB01	Actinobaculum massiliae ACS-171-V-Col2 AGWL01	Actinobaculum urinale DSM 15805 ATUY01	Actinoalloteichus cyanogriseus JOAL01	Actinocatenispora sera JOEG01	Actinoalloteichus cyanogriseus DSM 43889 AUBJ01	Actinoalloteichus cyanogriseus JODV01	Actinokineospora enzanensis DSM 44649 ARFV01	
Sporulation regulatory protein WhiB	1	1	1	1	1	1	1	1	1	0	
Sporulation regulatory protein WhiD	0	0	0	0	0	1	1	1	1	0	
Squalene--hopene cyclase (EC 5.4.99.17)	0	0	0	0	0	0	1	0	0	0	
Streptothricin acetyltransferase, Streptomyces lavendulae type	1	1	1	1	1	0	1	0	0	0	
Substrate-specific component BioY of biotin ECF transporter	0	0	0	1	0	1	1	1	1	1	
Substrate-specific component CbrT of predicted cobalamin ECF transporter	0	0	0	0	0	0	0	0	0	1	
Substrate-specific component NikM of nickel ECF transporter	0	0	0	0	0	0	0	0	0	1	
Substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	0	0	0	0	0	0	1	0	0	0	
Succinate dehydrogenase cytochrome b subunit	0	0	1	0	0	1	1	1	1	0	
Succinate dehydrogenase cytochrome b-556 subunit	0	0	0	0	0	1	0	1	1	1	
Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	0	0	1	0	0	2	3	2	2	2	
Succinate dehydrogenase hydrophobic membrane anchor protein	0	0	0	0	0	1	0	1	1	1	
Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	0	0	1	0	0	2	2	2	2	2	
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	0	0	1	0	0	0	1	1	1	1	
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	0	0	1	0	0	0	1	1	1	1	
Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	0	0	0	0	0	0	0	0	0	2	
Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	0	0	0	0	0	0	0	0	0	2	
Sucrose operon repressor ScrR, LacI family	0	0	0	1	0	0	0	0	0	0	
Sucrose phosphorylase (EC 2.4.1.7)	0	0	1	0	1	0	0	0	0	0	
Sulfatase modifying factor 1 precursor (C-alpha-formyglycine- generating enzyme 1)	0	0	0	0	0	0	2	0	0	0	
Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	0	0	0	0	0	1	1	2	2	2	
Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	0	0	0	0	0	0	1	0	0	2	
Sulfate adenylyltransferase, dissimilatory-type (EC 2.7.7.4)	0	0	0	0	0	0	1	0	0	0	
Sulfate permease	1	1	0	0	2	0	1	0	0	0	
Sulfur carrier protein adenylyltransferase ThiF	0	0	1	0	0	1	2	1	1	2	
Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)	0	0	0	0	0	1	1	1	1	0	
Superoxide dismutase [Fe] (EC 1.15.1.1)	0	0	0	0	0	0	0	0	0	1	
Superoxide dismutase [Mn] (EC 1.15.1.1)	1	1	1	1	0	2	0	2	2	0	
TOMM biosynthesis cyclodehydratase (protein C)	0	0	0	0	0	0	0	0	0	1	
TOMM biosynthesis docking scaffold (protein D)	0	0	0	0	0	0	0	0	0	1	
TPR domain protein, putative component of TonB system	0	0	0	0	0	0	1	0	0	0	
TRAP transporter solute receptor, TAXI family precursor	0	0	0	0	0	1	1	1	1	2	
TRAP-type C4-dicarboxylate transport system, large permease component	0	0	0	0	0	1	0	1	1	0	
TRAP-type C4-dicarboxylate transport system, periplasmic component	0	0	0	0	0	1	0	1	1	0	
TRAP-type C4-dicarboxylate transport system, small permease component	0	0	0	0	0	1	0	1	1	0	
Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)	1	1	1	1	1	0	1	0	0	0	
TesB-like acyl-CoA thioesterase 3	0	0	0	0	0	0	0	0	0	2	
TesB-like acyl-CoA thioesterase 5	0	0	0	0	0	0	0	0	0	1	
TetR family regulatory protein of MDR cluster	0	0	0	0	0	0	1	0	0	0	
ThiJ/PfpI family protein	0	0	0	0	0	2	0	2	2	2	
Thiamin ABC transporter, ATPase component	0	0	0	0	0	1	0	1	1	1	
Thiamin ABC transporter, substrate-binding component	0	0	1	0	0	1	0	1	1	1	
Thiamin ABC transporter, transmembrane component	0	0	1	0	0	2	1	2	2	3	
Thiamin biosynthesis lipoprotein ApbE	0	0	0	0	0	0	1	0	0	1	
Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	0	0	0	0	0	1	0	1	1	1	
Thiamine-monophosphate kinase (EC 2.7.4.16)	1	1	1	1	1	1	1	1	1	1	
Thiazole biosynthesis protein ThiG	0	0	0	0	0	1	0	1	1	1	
Thimet oligopeptidase (EC 3.4.24.15)	0	0	0	0	0	0	1	0	0	0	
Thioesterase in siderophore biosynthesis gene cluster	0	0	0	0	0	2	0	2	2	0	
Thiol peroxidase, Bcp-type (EC 1.11.1.15)	1	1	0	1	1	1	2	1	1	1	
Thiol peroxidase, Tpx-type (EC 1.11.1.15)	0	0	1	0	0	0	0	0	0	0	
Thiol:disulfide oxidoreductase related to ResA	0	0	0	0	0	1	1	1	1	2	
Thioredoxin	1	1	1	1	1	3	4	3	3	3	
Thioredoxin reductase (EC 1.8.1.9)	1	1	1	1	1	5	4	5	5	6	
Threonine dehydratase (EC 4.3.1.19)	1	1	1	0	1	1	3	2	2	1	
Threonine dehydratase, catabolic (EC 4.3.1.19)	0	0	0	0	0	0	1	0	0	1	
Threonine dehydrogenase and related Zn-dependent dehydrogenases	1	1	3	1	1	9	5	9	9	0	
Threonine kinase in B12 biosynthesis	0	0	0	0	0	1	0	1	1	0	
Threonine synthase (EC 4.2.3.1)	1	1	1	1	1	2	2	2	2	2	
Threonyl-tRNA synthetase (EC 6.1.1.3)	1	1	1	1	1	1	1	1	1	1	
Threonyl-tRNA synthetase-related protein	0	0	0	0	0	1	1	1	1	0	
Thymidine kinase (EC 2.7.1.21)	0	0	1	0	0	1	1	1	1	1	
Thymidine phosphorylase (EC 2.4.2.4)	0	0	1	0	0	1	2	1	1	1	
Thymidylate kinase (EC 2.7.4.9)	1	1	1	1	1	3	2	5	5	5	
Thymidylate synthase (EC 2.1.1.45)	1	1	1	1	1	0	0	0	0	0	
Thymidylate synthase thyX (EC 2.1.1.-)	0	0	0	0	0	1	1	1	1	2	
TldD protein, part of TldE/TldD proteolytic complex	0	0	0	0	0	0	2	0	0	1	
TolA protein	2	6	1	0	4	0	1	0	0	2	
Topoisomerase IV subunit A (EC 5.99.1.-)	1	1	1	1	1	1	0	1	1	1	
Topoisomerase IV subunit B (EC 5.99.1.-)	1	1	1	1	1	1	0	1	1	1	
Transaldolase (EC 2.2.1.2)	1	1	1	1	1	1	1	1	1	1	
Transamidase GatB domain protein	0	0	0	0	0	1	1	1	1	1	
Transcription accessory protein (S1 RNA-binding domain)	0	0	0	0	0	0	1	1	1	1	
Transcription antitermination protein NusG	1	1	1	1	1	1	1	1	1	1	
Transcription elongation factor GreA	1	1	1	1	1	1	1	1	1	1	
Transcription regulator in CO-DH cluster	0	0	0	0	0	0	1	0	0	0	
Transcription termination factor Rho	1	1	1	1	1	1	1	1	1	2	
Transcription termination protein NusA	1	1	1	1	1	1	1	1	1	1	
Transcription termination protein NusB	1	1	1	1	1	1	1	1	1	1	
Transcription-repair coupling factor	1	1	1	1	1	1	1	1	1	1	
Transcriptional regulator of succinyl CoA synthetase operon	0	0	0	0	0	0	1	0	0	0	
Transcriptional regulator, ArsR family	0	0	0	0	0	6	18	7	6	13	
Transcriptional regulator, FUR family	0	0	1	0	1	1	2	1	1	2	
Transcriptional regulator, GntR family, in hypothetical Actinobacterial gene cluster	0	0	0	0	0	0	0	0	0	1	
Transcriptional regulator, IclR family	5	5	2	5	4	10	13	10	10	6	
Transcriptional regulator, LysR family	0	0	0	0	0	0	9	0	0	0	
Transcriptional regulator, MerR family	0	2	1	0	0	3	10	4	3	6	
Transcriptional regulator, PadR family	2	2	2	0	0	10	19	10	10	13	
Transketolase (EC 2.2.1.1)	1	1	1	1	1	2	2	2	2	2	
Transketolase, C-terminal section (EC 2.2.1.1)	0	0	0	0	0	2	1	2	2	0	
Transketolase, N-terminal section (EC 2.2.1.1)	0	0	0	0	0	2	1	2	2	0	
Translation elongation factor G	1	1	1	1	1	1	1	1	1	1	
Translation elongation factor G Stremptomyces paralog	0	0	0	0	0	0	0	0	0	1	
Translation elongation factor G-related protein	0	0	0	0	0	1	1	1	1	1	
Translation elongation factor LepA	1	1	1	1	1	1	1	1	1	1	
Translation elongation factor P	1	1	1	1	1	1	1	1	1	1	
Translation elongation factor Ts	1	1	1	1	1	1	1	1	1	1	
Translation elongation factor Tu	1	1	1	1	1	1	1	1	1	1	
Translation initiation factor 1	1	1	1	1	1	1	1	1	1	1	
Translation initiation factor 2	1	1	2	1	1	3	1	6	4	2	
Translation initiation factor 3	1	1	1	1	1	1	1	1	1	1	
Transmembrane component BioN of energizing module of biotin ECF transporter	0	0	0	0	0	0	0	0	0	1	
Transmembrane component CbrV of energizing module of predicted cobalamin ECF transporter	0	0	0	0	0	0	0	0	0	1	
Transmembrane component NikQ of energizing module of nickel ECF transporter	0	0	0	0	0	0	0	0	0	1	
Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine	0	0	0	0	0	0	1	0	0	0	
Transport ATP-binding protein CydC	1	1	3	2	3	0	1	0	0	0	
Transport ATP-binding protein CydCD	1	1	0	1	0	1	1	1	1	1	
Transport ATP-binding protein CydD	1	1	3	1	2	0	3	1	1	1	
Trehalose phosphorylase (EC 2.4.1.64)	0	0	0	0	0	0	1	0	0	1	
Trehalose synthase (EC 5.4.99.16)	1	1	0	1	0	0	1	0	0	1	
Trehalose-6-phosphate phosphatase (EC 3.1.3.12)	0	0	0	0	0	1	2	1	1	1	
Triacylglycerol lipase precursor (EC 3.1.1.3)	0	0	0	0	0	1	0	1	1	0	
Tricarboxylate transport membrane protein TctA	0	0	0	1	0	2	0	2	2	0	
Tricarboxylate transport protein TctB	0	0	0	1	0	1	0	1	1	0	
Tricarboxylate transport protein TctC	0	0	0	1	0	1	0	1	1	0	
Triosephosphate isomerase (EC 5.3.1.1)	1	1	1	2	2	2	1	2	2	1	
Trk system potassium uptake protein TrkA	3	3	3	3	3	1	2	1	1	2	
Tryptophan 2,3-dioxygenase (EC 1.13.11.11)	0	0	0	0	0	1	2	1	1	2	
Tryptophan synthase alpha chain (EC 4.2.1.20)	1	1	1	1	1	1	1	1	1	2	
Tryptophan synthase beta chain (EC 4.2.1.20)	1	1	1	1	1	1	1	1	1	2	
Tryptophan synthase beta chain like (EC 4.2.1.20)	0	0	0	0	0	0	0	0	0	1	
Tryptophan-associated membrane protein	0	0	0	0	0	1	1	1	1	1	
Tryptophanase (EC 4.1.99.1)	0	0	0	0	0	0	0	0	0	2	
Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	1	1	1	1	1	1	2	1	1	2	
TsaB protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	1	1	1	1	1	1	1	1	1	1	
TsaD/Kae1/Qri7 protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	1	1	1	1	1	1	1	1	1	1	
TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	1	1	1	1	1	1	1	1	1	1	
Tungstate ABC transporter, periplasmic substrate-binding protein WtpA	0	0	0	0	0	0	1	0	0	0	
Tungsten-containing aldehyde:ferredoxin oxidoreductase (EC 1.2.7.5)	0	0	0	0	0	0	1	0	0	0	
Twin-arginine translocation protein TatA	0	0	0	0	0	1	1	2	2	4	
Twin-arginine translocation protein TatB	0	0	0	0	0	1	1	1	1	1	
Twin-arginine translocation protein TatC	0	0	0	0	0	1	1	1	1	1	
Two-component response regulator VncR	0	0	0	0	1	0	0	0	0	0	
Two-component system response regulator	0	0	0	0	0	0	0	0	0	1	
Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	1	1	0	4	2	2	0	1	3	3	
Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	0	0	0	5	0	1	0	0	1	3	
Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	1	0	0	2	0	1	0	0	1	2	
Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily	1	1	0	1	0	0	0	0	0	0	
Type II/IV secretion system protein TadC, associated with Flp pilus assembly	1	1	0	1	0	0	0	0	0	0	
Type III restriction-modification system methylation subunit (EC 2.1.1.72)	0	0	0	1	4	0	0	0	0	0	
Tyrosine recombinase XerC	1	1	1	1	1	1	0	2	2	1	
Tyrosyl-tRNA synthetase (EC 6.1.1.1)	1	1	1	1	1	1	1	1	1	1	
UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.-)	0	0	0	0	0	1	0	1	1	0	
UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	1	1	1	1	1	1	1	1	1	1	
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	1	1	1	1	1	1	3	1	1	1	
UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	0	0	1	0	0	0	0	0	0	2	
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	1	1	1	1	1	1	2	1	1	1	
UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	1	1	1	1	1	1	1	1	1	1	
UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	1	1	1	1	1	1	1	1	1	1	
UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	1	1	1	1	1	1	1	1	1	1	
UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	1	1	1	1	1	1	1	1	1	1	
UDP-galactopyranose mutase (EC 5.4.99.9)	0	0	0	0	0	1	0	1	1	1	
UDP-glucose 4-epimerase (EC 5.1.3.2)	0	1	1	2	2	7	9	7	7	9	
UPF0028 protein YchK	0	0	0	1	0	0	0	0	0	0	
UPF0225 protein YchJ	0	0	0	0	0	0	0	0	0	1	
UPF0301 protein YqgE	0	0	0	0	0	0	1	0	0	0	
UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	0	0	0	0	0	1	2	1	1	1	
UbiD family decarboxylase associated with menaquinone via futalosine	0	0	0	0	0	0	1	0	0	0	
UbiX family decarboxylase associated with menaquinone via futalosine	0	0	0	0	0	0	1	0	0	0	
Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)	0	0	0	0	0	1	2	1	1	1	
Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	0	0	0	0	0	1	1	1	1	1	
Ubiquinone biosynthesis monooxygenase UbiB	0	0	0	0	0	1	0	1	1	1	
Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	0	0	0	1	0	0	2	0	0	0	
Uncharacterized MobA-related protein	0	0	0	0	0	0	1	0	0	0	
Uncharacterized protein Rv0487/MT0505 clustered with mycothiol biosynthesis gene	0	0	0	0	0	1	1	1	1	1	
Undecaprenyl diphosphate synthase (EC 2.5.1.31)	2	2	2	2	2	2	3	3	3	1	
Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	0	1	1	1	1	1	0	1	1	0	
Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)	0	0	0	0	0	1	3	1	1	1	
Uracil permease	0	0	0	0	0	1	0	1	1	1	
Uracil phosphoribosyltransferase (EC 2.4.2.9)	1	1	2	1	1	2	2	2	2	2	
Uracil-DNA glycosylase, family 1	1	1	1	1	1	1	1	1	1	1	
Uracil-DNA glycosylase, family 5	0	0	1	1	0	1	1	1	1	1	
Uracil-DNA glycosylase, putative family 6	0	0	0	0	0	1	1	1	1	0	
Urea carboxylase (EC 6.3.4.6) without Allophanate hydrolase 2 domains	0	0	0	1	1	0	0	0	0	0	
Urease accessory protein UreD	0	0	0	0	1	0	0	0	0	0	
Urease accessory protein UreE	0	0	0	0	1	0	0	0	0	0	
Urease accessory protein UreF	0	0	0	0	1	0	0	0	0	0	
Urease accessory protein UreG	0	0	0	0	1	0	0	0	0	0	
Urease alpha subunit (EC 3.5.1.5)	0	0	0	0	1	0	0	0	0	0	
Urease beta subunit (EC 3.5.1.5)	0	0	0	0	1	0	0	0	0	0	
Urease gamma subunit (EC 3.5.1.5)	0	0	0	0	1	0	0	0	0	0	
Uricase (urate oxidase) (EC 1.7.3.3)	0	0	0	0	0	0	1	0	0	0	
Uridine kinase (EC 2.7.1.48)	0	0	1	0	0	1	1	1	1	1	
Uridine monophosphate kinase (EC 2.7.4.22)	1	1	1	1	1	1	1	1	1	1	
Uridine phosphorylase (EC 2.4.2.3)	0	0	0	0	0	1	0	1	1	0	
Urocanate hydratase (EC 4.2.1.49)	0	0	0	0	0	1	1	1	1	1	
Uronate isomerase (EC 5.3.1.12)	1	1	0	1	1	0	0	0	0	0	
Uroporphyrinogen III decarboxylase (EC 4.1.1.37)	0	0	0	0	0	1	1	1	1	1	
Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	0	0	0	0	0	2	2	2	2	2	
Uroporphyrinogen-III synthase (EC 4.2.1.75)	0	0	0	0	0	2	1	3	3	1	
Valine--pyruvate aminotransferase (EC 2.6.1.66)	0	0	0	0	0	2	1	1	2	0	
Valyl-tRNA synthetase (EC 6.1.1.9)	1	1	1	1	1	1	2	1	1	2	
Vancomycin B-type resistance protein VanW	1	1	1	1	1	1	0	1	1	1	
Vancomycin B-type resistance protein VanX	0	0	0	0	0	0	1	0	0	1	
Vancomycin Teicoplanin A-type resistance protein VanA	0	0	0	0	0	0	1	0	0	1	
Vancomycin resistance protein VanH	0	0	0	0	0	0	1	0	0	1	
Vancomycin response regulator VanR	0	0	0	0	0	0	1	0	0	0	
Vanillate O-demethylase oxidoreductase (EC 1.14.13.-)	0	0	0	0	0	0	0	0	0	1	
VapC toxin protein	0	0	0	0	0	0	1	0	0	0	
Various polyols ABC transporter, ATP-binding component	0	0	0	0	0	0	1	0	0	1	
Various polyols ABC transporter, periplasmic substrate-binding protein	0	0	0	0	0	1	1	1	1	0	
Various polyols ABC transporter, permease component 1	0	0	0	0	0	1	1	1	1	0	
Various polyols ABC transporter, permease component 2	0	0	0	0	0	1	1	1	1	0	
Very-short-patch mismatch repair endonuclease (G-T specific)	0	0	1	0	0	0	0	0	0	1	
VgrG protein	1	1	0	0	0	0	1	0	0	1	
WhiB-family transcriptional regulator	0	0	0	0	0	2	1	2	2	0	
WhiB-like transcription regulator	1	1	1	1	1	1	1	1	1	0	
WhiB-type transcription regulator	1	1	0	1	0	1	0	1	1	0	
WhiE I protein of unknown function	0	0	0	0	0	0	0	0	0	4	
Xaa-Pro aminopeptidase (EC 3.4.11.9)	2	2	3	2	2	0	2	0	0	1	
Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	0	0	0	0	0	0	1	1	1	1	
Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4)	0	0	0	0	0	0	1	0	0	0	
Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)	0	0	0	0	0	0	1	1	1	0	
Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)	0	0	0	0	0	1	1	1	1	0	
Xanthine oxidase (EC 1.17.3.2)	0	0	0	0	0	0	0	0	0	1	
Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)	1	1	1	1	1	0	0	0	0	0	
Xanthine/uracil/thiamine/ascorbate permease family protein	1	1	1	1	1	1	1	1	1	1	
Xanthosine/inosine triphosphate pyrophosphatase	0	0	0	0	0	1	0	1	1	0	
Xylose ABC transporter, periplasmic xylose-binding protein XylF	1	1	0	0	0	1	0	1	1	0	
Xylose ABC transporter, permease protein XylH	0	0	0	0	0	1	0	1	1	0	
Xylose ABC transporter, substrate-binding component	0	0	0	0	0	1	0	1	1	0	
Xylose isomerase (EC 5.3.1.5)	1	1	0	1	1	1	0	1	1	0	
Xylose-responsive transcription regulator, ROK family	2	1	0	1	1	2	2	2	2	0	
Xylulose kinase (EC 2.7.1.17)	3	1	5	1	1	1	3	1	1	0	
Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9)	0	0	1	1	0	1	1	1	1	1	
YafQ toxin protein	1	0	0	0	0	0	0	0	0	0	
YbbM seven transmembrane helix protein	0	0	0	0	0	0	1	0	0	0	
YeeC-like protein	1	1	0	0	0	0	0	0	0	0	
YefM protein (antitoxin to YoeB)	1	1	0	0	0	0	1	0	0	0	
YlxP-like protein	0	0	0	0	0	1	1	1	1	1	
YoeB toxin protein	0	0	0	0	0	0	1	0	0	0	
YpfJ protein, zinc metalloprotease superfamily	1	1	0	0	0	1	1	1	1	3	
Zinc D-Ala-D-Ala carboxypeptidase (EC 3.4.17.14)	0	0	0	0	0	1	1	1	1	0	
Zinc uptake regulation protein ZUR	1	1	1	1	1	1	1	1	1	1	
Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives	1	1	1	1	1	1	1	1	1	1	
[Protein-PII] uridylyltransferase (EC 2.7.7.59)	0	0	1	0	0	0	1	0	0	1	
biphenyl-2,3-diol 1,2-dioxygenase III-related protein	0	0	0	0	0	1	0	1	1	0	
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	1	1	1	1	1	1	3	1	1	4	
dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	1	1	1	1	1	2	0	2	2	1	
dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	1	1	1	1	1	1	1	1	1	4	
dTDP-Rha:A-D-GlcNAc-diphosphoryl polyprenol, A-3-L-rhamnosyl transferase WbbL	1	1	1	1	1	2	0	2	2	1	
dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	1	1	1	1	1	2	3	2	2	2	
dTDP-rhamnosyl transferase RfbF (EC 2.-.-.-)	1	1	0	1	1	0	0	0	0	0	
decarboxylase	0	0	0	0	0	0	2	3	3	0	
diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	0	0	0	0	0	3	15	4	4	4	
domain similar to cysteinyl-tRNA synthetase and MshC	0	0	0	0	0	0	1	0	0	0	
glutamyl-Q-tRNA synthetase	1	1	1	1	0	0	0	0	0	0	
hydantoin racemase	0	0	0	0	0	1	0	1	1	0	
hypothetical protein possibly connected to lactam utilization and allophanate hydrolase	0	0	0	1	1	0	0	0	0	0	
internalin, putative	1	0	0	0	0	0	0	0	0	2	
low-specificity D-threonine aldolase	0	0	0	0	0	0	1	0	0	1	
mandelate racemase/muconate lactonizing enzyme family protein	1	0	0	0	0	0	0	0	0	0	
membrane-flanked domain	1	1	0	1	0	1	1	1	1	1	
omega-3 polyunsaturated fatty acid synthase subunit, PfaA	0	0	0	0	0	2	0	2	2	1	
omega-3 polyunsaturated fatty acid synthase subunit, PfaB	0	0	0	0	0	1	0	2	2	0	
omega-3 polyunsaturated fatty acid synthase subunit, PfaC	0	0	0	0	0	2	0	2	2	1	
phi-Carotenoid synthase (EC 1.3.-.- and EC 2.1.1-)	0	0	0	0	0	0	1	0	0	0	
probable dibenzothiophene desulfurization enzyme	0	0	0	0	0	0	0	0	0	2	
probable iron binding protein from the HesB_IscA_SufA family	0	0	1	0	0	1	1	1	1	1	
putative Adenosine kinase (EC 2.7.1.20)	0	0	0	0	0	0	1	0	0	1	
putative Fe-S, FMN containing oxidoreductase	0	0	0	0	0	0	1	0	0	0	
putative cytochrome P450 hydroxylase	0	0	0	0	0	18	5	22	22	24	
putative esterase	1	1	0	1	0	1	3	1	1	8	
putative periplasmic protein kinase ArgK and related GTPases of G3E family	0	0	0	0	0	1	1	1	1	2	
putative succinate dehydrogenase [membrane anchor subunit] (succinic dehydrogenase)	0	0	0	0	0	0	1	0	0	1	
rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB	1	1	1	1	1	1	1	1	1	1	
rRNA small subunit methyltransferase H	1	1	1	1	1	1	1	1	1	1	
rRNA small subunit methyltransferase I	1	1	1	1	1	1	1	1	1	1	
salicylate esterase	0	0	0	0	0	0	3	0	0	1	
secreted alkaline phosphatase	0	0	0	0	0	0	0	0	0	2	
selenocysteine-containing	0	0	0	0	0	1	2	1	1	0	
sulfonate monooxygenase	0	0	0	0	0	0	0	0	0	1	
tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	1	1	1	1	1	1	1	1	1	1	
tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)	1	1	1	1	1	0	0	0	0	0	
tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33)	1	1	1	1	1	1	0	1	1	1	
tRNA dihydrouridine synthase B (EC 1.-.-.-)	0	0	0	0	0	0	0	1	1	1	
tRNA dimethylallyltransferase (EC 2.5.1.75)	1	0	1	1	1	1	1	1	1	1	
tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)	1	1	1	1	1	1	1	1	1	1	
tRNA pseudouridine synthase A (EC 4.2.1.70)	1	1	1	1	1	1	1	1	1	1	
tRNA pseudouridine synthase B (EC 4.2.1.70)	1	1	1	1	1	1	1	1	1	1	
tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	1	1	1	1	1	1	1	1	1	1	
tRNA-Ala-CGC	1	1	1	1	1	1	1	1	1	1	
tRNA-Ala-GGC	1	1	1	1	1	1	1	1	1	1	
tRNA-Arg-ACG	1	1	1	1	1	1	1	1	1	2	
tRNA-Arg-CCG	1	1	1	1	1	1	2	1	1	1	
tRNA-Cys-GCA	1	1	1	1	1	1	1	1	1	2	
tRNA-Gly-CCC	1	1	1	1	1	1	1	1	1	1	
tRNA-Gly-GCC	2	2	1	1	1	0	3	2	2	2	
tRNA-Leu-CAA	1	1	1	1	1	1	2	1	1	1	
tRNA-Leu-CAG	1	1	1	1	1	1	2	1	1	1	
tRNA-Leu-GAG	1	1	1	1	1	1	2	1	1	2	
tRNA-Phe-GAA	1	1	1	1	1	1	2	1	1	1	
tRNA-Pro-CGG	1	1	1	1	1	1	2	1	1	1	
tRNA-Pro-GGG	1	1	1	1	1	1	1	1	1	1	
tRNA-Ser-CGA	1	1	1	1	1	1	1	1	1	2	
tRNA-Ser-GGA	1	1	1	1	1	1	1	1	1	1	
tRNA-Trp-CCA	1	1	1	1	1	1	2	1	1	1	
tRNA-Val-CAC	1	1	1	1	1	1	1	1	1	1	
tRNA-Val-GAC	2	1	1	1	1	1	1	1	1	1	
tRNA-dependent lipid II--amino acid ligase	1	1	0	1	0	0	0	0	0	0	
tRNA-dependent lipid II-Ala--L-alanine ligase	1	0	0	1	0	0	0	0	0	0	
tRNA-guanine transglycosylase (EC 2.4.2.29)	1	1	1	1	1	0	0	0	0	0	
tRNA-i(6)A37 methylthiotransferase	0	0	1	0	0	0	1	1	1	1	
tRNA-specific 2-thiouridylase MnmA	0	0	0	0	0	1	1	1	1	1	
tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	1	0	1	1	1	1	2	1	1	1	
tmRNA-binding protein SmpB	1	1	0	1	1	1	1	1	1	2	
tolB protein precursor, periplasmic protein involved in the tonb-independent uptake of group A colicins	0	0	0	0	0	0	0	0	0	3	
transcriptional regulator, Crp/Fnr family	0	0	0	0	0	0	1	0	0	1	
transmembrane protein, distant homology with ydbS	1	1	0	1	0	1	1	1	1	1	
